brand,model,engine_size_l,cylinders,fuel_type,transmission,name,first_name,start_city,start_country,target_city,target_country,distance_km,date
CHEVROLET,TAHOE FFV,5.3,8,X,A6,Ramard,Lemmy,Nokia,Finland,Korsholm,Finland,395.3509796,29-12-2014
AUDI,A8L QUATTRO,6.3,12,Z,AS8,Smedmoor,Maxine,Kiikala,Finland,Masku,Finland,726.4434081,10-04-2014
ASTON MARTIN,VANQUISH,6,12,Z,A8,Algie,Trenton,Raahe,Finland,Pöytyä,Finland,493.6432451,15-02-2014
FORD,F-150 FFV,3.5,6,E,A6,Queyeiro,Kurtis,Tuusniemi,Finland,Loppi,Finland,443.4571115,04-02-2014
FORD,TAURUS FFV,3.5,6,E,AS6,Davage,Gayle,Pyhäranta,Finland,Sonkajärvi,Finland,634.8457745,11-02-2014
VOLKSWAGEN,GOLF R,2,4,Z,M6,Mansour,Garrett,Pöytyä,Finland,Hausjärvi,Finland,704.5495793,11-03-2014
LEXUS,LS 460,4.6,8,Z,AS8,Sheeres,Solly,Vörå,Finland,Alahärmä,Finland,740.7017564,21-01-2014
GMC,SIERRA 4WD FFV,4.3,6,X,A6,Gosnold,Vanya,Ulvila,Finland,Nickby,Finland,334.096739,03-01-2015
HONDA,ACCORD,2.4,4,X,M6,Dunford,Marla,Kuopio,Finland,Orivesi,Finland,349.5159286,07-11-2014
KIA,K900,3.8,6,X,AS8,Trelease,Leslie,Hanko,Finland,Vinkkilä,Finland,274.5658827,28-09-2014
VOLKSWAGEN,TOUAREG,3.6,6,X,AS8,McCroary,Candra,Nivala,Finland,Raahe,Finland,109.259196,29-07-2014
RAM,1500 4X4 (MDS),5.7,8,X,A8,Tschierse,Reina,Kempele,Finland,Pyhäranta,Finland,554.6141219,25-07-2014
LAMBORGHINI,AVENTADOR COUPE,6.5,12,Z,AM7,Vigus,Meta,Toholampi,Finland,Kellokoski,Finland,338.0810938,25-12-2014
MAZDA,MAZDA3 5-DOOR (SIL),2.5,4,,M6,Dalziell,Retha,Lempäälä,Finland,Kimito,Finland,153.734203,04-07-2014
JEEP,RENEGADE 4X4,2.4,4,X,A9,Libby,Abigale,Pihtipudas,Finland,Vehmersalmi,Finland,612.9616499,26-02-2014
ASTON MARTIN,VANQUISH,6,12,Z,A8,Bracher,Roxi,Kuivaniemi,Finland,Artjärvi,Finland,514.7373589,08-09-2014
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,5.5,8,Z,AS7,Shand,Ferdinand,Alastaro,Finland,Kurikka,Finland,654.0599103,14-09-2014
FORD,FOCUS FFV,2,4,X,AM6,Bartot,Thomasine,Ristinummi,Finland,Houtskär,Finland,949.6508531,22-11-2014
FORD,FIESTA,1.6,4,X,AS6,Snoddon,Ondrea,Saarijärvi,Finland,Alahärmä,Finland,931.5897359,17-09-2014
FORD,FIESTA ST,1.6,4,X,M6,Dutteridge,Sissie,Petäjävesi,Finland,Jokioinen,Finland,555.8314585,15-03-2014
CHEVROLET,SILVERADO eASSIST 4WD,5.3,8,X,A8,Aloshikin,Britni,Vinkkilä,Finland,Mänttä,Finland,104.2580349,10-06-2014
NISSAN,MICRA,1.6,4,X,A4,Getcliffe,Corrianne,Karvia,Finland,Pargas,Finland,413.6969866,11-07-2014
FORD,MUSTANG,2.3,4,X,AS6,Kinge,Angie,Jämijärvi,Finland,Karhula,Finland,442.2015204,07-10-2014
GMC,YUKON XL FFV,5.3,8,X,A6,Dami,Arman,Kihniö,Finland,Sandsund,Finland,442.5560959,01-01-2015
BMW,M4 CABRIOLET,3,6,Z,AM7,Readitt,Rufe,Kirkkonummi,Finland,Vehmaa,Finland,102.0650516,12-12-2014
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,3.2,6,X,A9,Thody,Ronda,Kyrö,Finland,Laitila,Finland,167.9459116,15-11-2014
MERCEDES-BENZ,B 250,2,4,Z,AS7,Mighele,Edithe,Hämeenkyrö,Finland,Rantasalmi,Finland,284.6956436,15-11-2014
KIA,FORTE 5,2,4,X,AS6,Warboy,Ilka,Kallio,Finland,Ytteresse,Finland,764.2162685,13-09-2014
AUDI,A8L QUATTRO,4,8,Z,AS8,Alldridge,Trish,Eura,Finland,Lammi,Finland,469.3534174,24-10-2014
VOLKSWAGEN,TOUAREG,3.6,6,X,AS8,Harlock,Lesya,Myrskylä,Finland,Äänekoski,Finland,607.3946211,15-10-2014
LAND ROVER,RANGE ROVER TD6 DIESEL,3,6,D,AS8,Rignall,Wynn,Sysmä,Finland,Renko,Finland,420.5494285,21-08-2014
LEXUS,NX 300h AWD,2.5,4,X,AV6,Annetts,Meredithe,Keitele,Finland,Iisalmi,Finland,168.8998844,13-06-2014
JEEP,COMPASS,2,4,,M5,Chadwen,Gardener,Luhanka,Finland,Broby,Finland,768.4625701,01-05-2014
PORSCHE,PANAMERA TURBO S,4.8,8,Z,AM7,Dinnage,Stu,Sauvo,Finland,Pohja,Finland,523.1206688,05-05-2014
LINCOLN,MKC AWD,2.3,4,,AS6,Sponton,Boycie,Piikkiö,Finland,Ypäjä,Finland,837.2619311,12-09-2014
CHEVROLET,EQUINOX,2.4,4,X,A6,Hinstock,Lucie,Lovisa,Finland,Jalasjärvi,Finland,957.4124853,22-12-2014
PORSCHE,911 TURBO,3.8,6,Z,AM7,Lawford,Camille,Porvoo,Finland,Vantaa,Finland,156.5980325,07-03-2014
PORSCHE,911 TURBO CABRIOLET,3.8,6,,AM7,Tale,Minda,Ulvila,Finland,Ristiina,Finland,428.5538089,20-06-2014
CHEVROLET,TAHOE 4WD FFV,5.3,8,E,A6,Falks,Irina,Viitasaari,Finland,Kiukainen,Finland,957.5145813,21-01-2014
KIA,RONDO,2,4,X,M6,Dockery,Ephraim,Lapinjärvi,Finland,Pöytyä,Finland,71.80510425,05-06-2014
VOLVO,XC90 T5 AWD,2,4,Z,AS8,Phythien,Olia,Ruovesi,Finland,Lestijärvi,Finland,531.3616113,24-09-2014
BMW,M235i CABRIOLET,3,6,Z,AS8,Dilrew,Amelita,Suolahti,Finland,Pertunmaa,Finland,820.2011373,17-02-2014
BUICK,ENCLAVE,3.6,6,X,A6,Rawsthorne,Angelia,Kylmäkoski,Finland,Malax,Finland,381.447595,29-09-2014
MITSUBISHI,LANCER,2,4,X,M5,Mortel,Prisca,Himanka,Finland,Hartola,Finland,496.2357461,25-04-2014
AUDI,A3 CABRIOLET QUATTRO,2,4,X,AM6,Winchcombe,Ashlan,Kinnula,Finland,Vampula,Finland,648.5624109,04-12-2014
JAGUAR,XJ R-SPORT 3.0 AWD,3,6,Z,AS8,Rawsthorne,Angelia,Rautavaara,Finland,Kristinestad,Finland,151.2263949,30-04-2014
VOLVO,XC60 T6,2,4,Z,AS8,Vodden,Nerissa,Jämsä,Finland,Toivakka,Finland,726.0590114,13-12-2014
BMW,X4 M40i,3,6,Z,AS8,Bonavia,Guillaume,Kuortane,Finland,Huittinen,Finland,7.922220662,08-09-2014
PORSCHE,911 CARRERA S,3.8,6,Z,M7,Boreham,Lucias,Kiihtelysvaara,Finland,Alastaro,Finland,790.5721842,27-02-2014
CHEVROLET,TRAVERSE,3.6,6,X,A6,Vasiliu,Clarice,Korsnäs,Finland,Hyrynsalmi,Finland,142.235173,27-12-2014
HONDA,CIVIC COUPE,2,4,X,AV,Kerley,Carlota,Nurmes,Finland,Hankasalmi,Finland,134.0103375,11-10-2014
TOYOTA,HIGHLANDER AWD,3.5,6,X,AS6,Northin,Cirillo,Kivijärvi,Finland,Heinola,Finland,675.5731184,01-02-2014
AUDI,A5 QUATTRO,2,4,Z,AS8,Yearne,Muffin,Haukipudas,Finland,Iitti,Finland,622.0403282,25-10-2014
TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,X,AV6,Iddons,Benita,Polvijärvi,Finland,Rääkkylä,Finland,965.0595627,19-04-2014
ASTON MARTIN,VANTAGE GT,4.7,8,Z,M6,Grealy,Robinetta,Karhula,Finland,Kuusjoki,Finland,64.63868361,23-05-2014
VOLVO,S60 POLESTAR,3,6,X,AS6,Ballentime,Bria,Porvoo,Finland,Hauho,Finland,495.0886556,29-04-2014
JEEP,CHEROKEE 4X4 FFV,2.4,4,X,A9,Orrell,Nerissa,Kallio,Finland,Västanfjärd,Finland,844.6564256,09-06-2014
JAGUAR,F-TYPE S COUPE,3,6,,AS8,Gavin,Althea,Kärkölä,Finland,Inari,Finland,594.4948803,26-12-2014
AUDI,TT ROADSTER QUATTRO,2,4,X,AM6,Chasteau,Hardy,Alahärmä,Finland,Luumäki,Finland,15.42525377,14-03-2014
GMC,SIERRA,5.3,8,X,A6,Augustine,Rusty,Alavus,Finland,Nastola,Finland,711.2929955,14-10-2014
HONDA,PILOT,3.5,6,X,A6,Ozanne,Inga,Eurajoki,Finland,Pornainen,Finland,736.8494313,03-04-2014
FORD,TRANSIT CONNECT VAN,2.5,4,X,AS6,Rosone,Jolynn,Nivala,Finland,Jaala,Finland,277.6690351,04-10-2014
LEXUS,LS 460,4.6,8,Z,AS8,Linner,Stacee,Tuusula,Finland,Evijärvi,Finland,568.3744323,28-02-2014
JAGUAR,XJL 3.0 AWD PORTFOLIO,3,6,Z,AS8,Douberday,Munmro,Ristijärvi,Finland,Kuru,Finland,224.4085335,12-08-2014
MERCEDES-BENZ,CLS 400 4MATIC,3,6,Z,AS7,Holdworth,Kingsley,Liljendal,Finland,Lohtaja,Finland,298.9752333,15-08-2014
INFINITI,Q50,3,6,Z,AS7,Patching,Sukey,Lumijoki,Finland,Pyhäjärvi,Finland,184.4984521,15-02-2014
KIA,RIO,1.6,4,X,AS6,Sponton,Boycie,Ruotsinpyhtää,Finland,Hyvinge,Finland,531.6617906,18-12-2014
MITSUBISHI,OUTLANDER 4WD,3,6,Z,AS6,Sea,Roth,Lauttasaari,Finland,Rantasalmi,Finland,685.949587,09-10-2014
VOLVO,XC90 T5 AWD,2,4,Z,AS8,Gavini,Micheal,Myrskylä,Finland,Puolanka,Finland,508.9261851,23-01-2014
LINCOLN,MKT LIVERY AWD,3.7,6,X,A6,Halcro,Joly,Kalvola,Finland,Virolahti,Finland,204.6047813,31-05-2014
LEXUS,IS 300 AWD,3.5,6,Z,AS6,Covell,Cherida,Älajärvi,Finland,Ekenäs,Finland,324.5834404,21-01-2014
DODGE,CHARGER SRT HELLCAT,6.2,8,Z,A8,Wharfe,Tull,Karis,Finland,Yli-Ii,Finland,506.3620055,28-09-2014
LINCOLN,MKX AWD,2.7,6,X,AS6,Basnall,Merrili,Heinola,Finland,Pirkkala,Finland,694.580121,30-04-2014
FORD,T-150 WAGON FFV,3.7,6,E,AS6,Derrell,Petrina,Haapavesi,Finland,Virolahti,Finland,890.8604788,23-01-2014
LINCOLN,MKX AWD,3.7,6,X,AS6,Spreadbury,Halette,Muurla,Finland,Ullava,Finland,208.478596,05-12-2014
CHEVROLET,CRUZE LIMITED,1.8,4,X,M6,McNamara,Kassia,Hirvensalmi,Finland,Jyväskylä,Finland,722.3554886,01-10-2014
KIA,FORTE,2,4,X,M6,Standering,Dahlia,Kouvola,Finland,Kaarela,Finland,643.6001476,25-02-2014
LINCOLN,MKC AWD,2.3,4,,AS6,Goatcher,Ethelda,Kälviä,Finland,Koukkuniemi,Finland,327.7502951,09-02-2014
NISSAN,FRONTIER 4WD,4,6,X,M6,Spykins,Fanny,Oitti,Finland,Huittinen,Finland,526.2222859,17-08-2014
BMW,650i xDRIVE CABRIOLET,4.4,8,,AS8,Bosch,Del,Ikaalinen,Finland,Kiikala,Finland,92.38092165,17-09-2014
FORD,MUSTANG,2.3,4,X,AS6,Keatley,Vergil,Teuva,Finland,Kemi,Finland,271.432963,14-11-2014
HYUNDAI,SONATA SPORT/LIMITED,2.4,4,X,AS6,Benneton,Geordie,Ylikiiminki,Finland,Toivakka,Finland,349.9563209,15-03-2014
CHRYSLER,200 FFV,3.6,6,E,A9,Wellstood,Shawnee,Kokkola,Finland,Karkkila,Finland,9.54119129,29-12-2014
KIA,FORTE 5,1.6,4,X,M6,Bown,Dasi,Varkaus,Finland,Jyväskylä,Finland,631.6348812,14-09-2014
MERCEDES-BENZ,B 250 4MATIC,2,4,,AS7,Northcliffe,Sheila,Kärkölä,Finland,Turku,Finland,256.6903956,07-02-2014
DODGE,DART FFV,2,4,X,A6,Kellen,Cathy,Särkisalo,Finland,Kuru,Finland,944.5980701,04-03-2014
CHEVROLET,TRAVERSE,3.6,6,X,A6,Grabb,Lazarus,Kilo,Finland,Lohja,Finland,131.3628947,14-09-2014
FORD,TAURUS FFV AWD,3.5,6,E,AS6,Yarrall,Louise,Vuores,Finland,Pyhäjärvi,Finland,181.4916784,21-06-2014
CHEVROLET,IMPALA FFV,3.6,6,E,AS6,Lawford,Camille,Jämsänkoski,Finland,Masku,Finland,409.3191045,27-07-2014
PORSCHE,CAYMAN S,3.4,6,Z,M6,Woods,Gene,Suomussalmi,Finland,Mouhijärvi,Finland,746.6127039,09-03-2014
JEEP,CHEROKEE 4X4,3.2,6,X,A9,Cullinane,Andy,Veteli,Finland,Rääkkylä,Finland,807.3627102,04-12-2014
VOLVO,V60 T6 AWD,2,,Z,AS8,Drees,Syman,Älajärvi,Finland,Vesanto,Finland,291.1589705,11-07-2014
FORD,F-150 FFV,5,8,,AS6,Walduck,Frants,Perho,Finland,Parikkala,Finland,869.0747374,21-11-2014
HYUNDAI,ELANTRA,2,4,X,M6,Lurriman,Padraic,Marttila,Finland,Pyhtää,Finland,453.695463,29-09-2014
FIAT,500L,1.4,4,X,M6,Rodolfi,Darrel,Pedersöre,Finland,Vampula,Finland,827.6430487,09-11-2014
JAGUAR,F-TYPE R AWD COUPE,5,8,Z,AS6,Pithie,Margette,Vieremä,Finland,Lumijoki,Finland,321.0401365,21-06-2014
KIA,RONDO,2,4,X,M6,Bardey,Stinky,Laukaa,Finland,Kouvola,Finland,825.952131,11-04-2014
LINCOLN,MKZ AWD,3.7,6,X,AS6,Lehrer,Sharlene,Akaa,Finland,Rääkkylä,Finland,433.5132558,23-08-2014
MERCEDES-BENZ,AMG SL 65,6,12,Z,AS7,Leslie,Veronike,Särkisalo,Finland,Kirkkonummi,Finland,770.0132611,09-09-2014
CHRYSLER,300 AWD,3.6,6,X,A8,Vasilkov,Bobby,Luumäki,Finland,Kihniö,Finland,47.8043398,14-02-2014
RAM,1500 (MDS),5.7,8,X,A6,Ramard,Lemmy,Pulkkila,Finland,Reisjärvi,Finland,924.6401579,25-12-2014
HYUNDAI,ELANTRA GT,2,4,,M6,Lindenman,Josi,Pyhäjärvi,Finland,Vaasa,Finland,225.6566959,24-03-2014
DODGE,DART,2.4,4,X,A6,Frodsam,Denny,Pyhäranta,Finland,Savitaipale,Finland,807.7034129,10-04-2014
BMW,320i xDRIVE,2,4,Z,AS8,Rosewell,Frederik,Koria,Finland,Nickby,Finland,341.1775635,23-07-2014
JEEP,CHEROKEE 4X4 FFV,2.4,4,X,A9,Misselbrook,Sylvan,Teeriniemi,Finland,Sammatti,Finland,54.15139879,06-01-2015
CHEVROLET,IMPALA FFV,3.6,6,X,AS6,Gowanson,Francoise,Ruovesi,Finland,Kinnula,Finland,523.7342719,10-04-2014
MITSUBISHI,LANCER,2.4,4,X,AV6,Atter,Brooks,Sonkajärvi,Finland,Inari,Finland,476.7387816,04-05-2014
BMW,M235i,3,6,Z,AS8,Gilhouley,Melinda,Porvoo,Finland,Puumala,Finland,513.2639548,13-05-2014
NISSAN,MURANO AWD,3.5,6,,AV7,Dauber,Bunni,Kirkkonummi,Finland,Toijala,Finland,852.0307572,29-04-2014
FIAT,500L,1.4,4,X,AM6,Doman,Corry,Varkaus,Finland,Kylmäkoski,Finland,294.488312,27-04-2014
FORD,FOCUS FFV,2,4,E,AS6,Rogliero,Filmore,Lohtaja,Finland,Raisio,Finland,764.9433573,23-11-2014
HYUNDAI,SONATA HYBRID LIMITED,2,4,X,AM6,Pendleberry,Pasquale,Valkeakoski,Finland,Taivalkoski,Finland,424.7006174,23-03-2014
SUBARU,FORESTER AWD,2,4,Z,AV8,Scoyne,Madison,Tuusula,Finland,Kaustinen,Finland,68.60624284,21-06-2014
CHEVROLET,TRAX 4WD,1.4,4,X,AS6,Swin,Fawne,Sotkamo,Finland,Oulainen,Finland,201.8025497,25-07-2014
MAZDA,CX-5 4WD,2.5,4,X,AS6,Whoolehan,Teodor,Jämijärvi,Finland,Inari,Finland,682.0755676,15-03-2014
CHEVROLET,COLORADO 4WD,2.8,4,D,A6,Mandeville,Stanley,Aura,Finland,Pedersöre,Finland,220.6796161,06-09-2014
VOLKSWAGEN,JETTA,2,4,X,AM6,Saddleton,Lyn,Pelkosenniemi,Finland,Lemu,Finland,367.3672543,08-11-2014
MERCEDES-BENZ,CLA 250 4MATIC FFV,2,4,Z,AS7,Simunek,Anjanette,Vesilahti,Finland,Tornio,Finland,470.5769624,27-03-2014
CHEVROLET,CORVETTE,6.2,,Z,AS8,Eddolls,Adah,Kinnula,Finland,Vihanti,Finland,78.49815999,10-11-2014
MERCEDES-BENZ,E 400 4MATIC WAGON,3,6,Z,AS7,Cornell,Morry,Valkeakoski,Finland,Salo,Finland,907.0024533,12-10-2014
VOLKSWAGEN,BEETLE CONVERTIBLE,1.8,4,X,AS6,Troutbeck,Donella,Tuusula,Finland,Juankoski,Finland,187.6235911,25-11-2014
CHEVROLET,SILVERADO 4WD FFV,4.3,6,X,A6,Walduck,Frants,Kiikala,Finland,Jaala,Finland,780.8937054,03-03-2014
FORD,MUSTANG,5,8,X,M6,Eakins,Bili,Halikko,Finland,Munkkiniemi,Finland,910.7419704,18-12-2014
BMW,650i xDRIVE COUPE,4.4,8,Z,AS8,Tommasetti,Alexio,Ylivieska,Finland,Heinävesi,Finland,745.6537234,04-08-2014
RAM,1500 FFV,3.6,6,X,A8,Kembley,Jaquelin,Kannus,Finland,Naantali,Finland,798.1199405,16-11-2014
TOYOTA,PRIUS c,1.5,4,X,AV,Bank,Cyndy,Rusko,Finland,Jämsä,Finland,24.53996229,20-05-2014
KIA,FORTE 5,2,4,X,AS6,Liddon,Gwenette,Varkaus,Finland,Punkaharju,Finland,372.1604937,23-03-2014
TOYOTA,PRIUS c,1.5,4,X,AV,Proswell,Annamarie,Rantasalmi,Finland,Ähtäri,Finland,425.306094,27-03-2014
BMW,M6,4.4,8,Z,M6,Aluard,Lek,Kinnula,Finland,Mellunkylä,Finland,536.3885257,22-05-2014
GMC,YUKON 4WD,5.3,8,X,A6,Clare,Nollie,Hankasalmi,Finland,Lohtaja,Finland,597.2659401,13-07-2014
PORSCHE,911 CARRERA 4,3.4,6,Z,M7,Wilson,Dukey,Jäppilä,Finland,Sammatti,Finland,484.534069,11-09-2014
LEXUS,IS 350,3.5,6,,AS8,Kesper,Hermine,Rymättylä,Finland,Pornainen,Finland,59.7372737,16-11-2014
MAZDA,MAZDA3 5-DOOR (SIL),2,4,X,M6,Charley,Donielle,Mäntyharju,Finland,Sodankylä,Finland,697.5747804,07-09-2014
MINI,COOPER S 3 DOOR,2,4,Z,M6,Purple,Ewan,Pernå,Finland,Askola,Finland,920.2406201,28-06-2014
MAZDA,MAZDA6 (SIL),2.5,4,X,M6,Sugge,Dee,Piippola,Finland,Pyhäjärvi,Finland,504.0394072,21-10-2014
MERCEDES-BENZ,AMG SLK 55,5.5,,,AS7,Konke,Trueman,Juankoski,Finland,Kesälahti,Finland,592.0152715,29-12-2014
MERCEDES-BENZ,S 550 4MATIC COUPE,4.7,8,Z,AS7,Humm,Homer,Vuores,Finland,Tervola,Finland,425.6501447,06-03-2014
TOYOTA,COROLLA,1.8,4,X,A4,Coath,Betty,Pielavesi,Finland,Kilo,Finland,677.7507907,31-07-2014
FORD,T-150 WAGON FFV,3.7,6,X,AS6,Korbmaker,Scottie,Artjärvi,Finland,Valkeakoski,Finland,157.6474358,03-04-2014
AUDI,A4 QUATTRO,2,,Z,M6,Burchard,Pansy,Virrat,Finland,Piippola,Finland,80.78008005,06-07-2014
MERCEDES-BENZ,E 400 4MATIC,3,6,Z,AS7,Drees,Syman,Kiikoinen,Finland,Nokia,Finland,914.84017,03-11-2014
FORD,F-150 4X4,2.7,6,X,AS6,Dauber,Bunni,Haukipudas,Finland,Pudasjärvi,Finland,685.6219023,19-02-2014
TOYOTA,PRIUS,1.8,,X,AV,Shawe,Cybil,Karinainen,Finland,Kyrö,Finland,572.0703276,19-10-2014
GMC,TERRAIN AWD,3.6,6,X,A6,Collings,Bayard,Ytteresse,Finland,Kimito,Finland,453.9320046,29-09-2014
HYUNDAI,VELOSTER TURBO,1.6,4,X,M6,Cornell,Morry,Tyrnävä,Finland,Liminka,Finland,973.3778906,29-04-2014
FORD,FOCUS FFV,2,4,,AS6,Carnson,Algernon,Kuhmoinen,Finland,Iitti,Finland,742.0989597,30-04-2014
KIA,SPORTAGE,2.4,4,X,M6,Garrett,Domeniga,Gumböle,Finland,Isojoki,Finland,268.2924288,12-11-2014
JEEP,WRANGLER 4X4,3.6,6,X,M6,Gowanson,Francoise,Oitti,Finland,Malax,Finland,612.0682605,29-10-2014
VOLVO,XC60 T6,2,4,Z,AS8,de Voiels,Herbert,Hauho,Finland,Valkeakoski,Finland,587.0996741,22-10-2014
GMC,YUKON FFV,5.3,8,X,A6,Dutteridge,Sissie,Rautavaara,Finland,Lappajärvi,Finland,401.613562,11-11-2014
NISSAN,JUKE NISMO RS AWD,1.6,4,Z,AV8,Grealy,Robinetta,Nokia,Finland,Pyhäjärvi,Finland,705.0599214,21-01-2014
HYUNDAI,ELANTRA,2,4,X,M6,Chester,Roz,Muhos,Finland,Otaniemi,Finland,617.2542446,30-01-2014
DODGE,CHARGER SRT HELLCAT,6.2,8,Z,A8,Swin,Fawne,Sumiainen,Finland,Orivesi,Finland,176.8163241,04-02-2014
MAZDA,MX-5 (SIL),2,4,Z,M6,Hinstock,Lucie,Valkeakoski,Finland,Ylivieska,Finland,509.2058838,23-10-2014
INFINITI,Q50,2,4,Z,AS7,Seville,Charmine,Jyväskylä,Finland,Hanko,Finland,202.165753,29-07-2014
GMC,CANYON,2.8,4,,A6,Rees,Konstanze,Suodenniemi,Finland,Kuopio,Finland,120.9631073,15-09-2014
KIA,K900,3.8,6,X,AS8,Martine,Felecia,Varpaisjärvi,Finland,Jämsä,Finland,228.8238771,03-09-2014
BUICK,VERANO,2.4,4,,AS6,Prigg,Godwin,Vihanti,Finland,Kållby,Finland,962.2194206,18-07-2014
FORD,F-150 FFV (Payload Pkg),5,8,X,AS6,Pendleberry,Pasquale,Virolahti,Finland,Hailuoto,Finland,249.769965,12-09-2014
VOLKSWAGEN,GOLF R,2,4,Z,M6,de Leon,Kathi,Jurva,Finland,Siikainen,Finland,67.68098114,28-08-2014
CHEVROLET,COLORADO,2.5,4,,M6,Dron,Egan,Sievi,Finland,Lestijärvi,Finland,428.4991333,14-01-2014
JEEP,COMPASS,2,4,,M5,Chadwen,Gardener,Luhanka,Finland,Joroinen,Finland,464.7182599,29-04-2014
NISSAN,JUKE NISMO RS,1.6,4,Z,M6,Peddar,Myrta,Myrskylä,Finland,Himanka,Finland,7.286348967,07-05-2014
BUICK,REGAL eASSIST,2.4,4,X,AS6,Derrell,Petrina,Turenki,Finland,Sonkajärvi,Finland,97.79451166,07-12-2014
FORD,F-150 FFV 4X4 (Payload Pkg),5,8,E,AS6,Ostrich,Daryl,Pylkönmäki,Finland,Vehmaa,Finland,206.9122964,03-05-2014
BMW,428i COUPE,2,4,Z,M6,Patching,Sukey,Kotka,Finland,Kokkola,Finland,712.9930539,04-02-2014
BMW,435i COUPE,3,6,Z,AS8,Zoppie,Evanne,Merikarvia,Finland,Mäntyharju,Finland,461.6146864,29-07-2014
PORSCHE,911 CARRERA CABRIOLET,3.4,6,Z,AM7,Curson,Keelby,Kärkölä,Finland,Liljendal,Finland,395.6162629,13-11-2014
MINI,COOPER S 3 DOOR,2,4,Z,AS6,Aviss,Durand,Renko,Finland,Smedsby,Finland,162.1659836,08-03-2014
FORD,TRANSIT CONNECT VAN,1.6,4,X,AS6,Stanton,Joey,Simo,Finland,Pälkäne,Finland,217.249314,17-11-2014
GMC,TERRAIN FFV,2.4,4,E,A6,Matherson,Neel,Pertunmaa,Finland,Ingå,Finland,199.898976,06-04-2014
SUBARU,FORESTER AWD,2,4,Z,AV8,Burtenshaw,Annemarie,Kurikka,Finland,Porvoo,Finland,57.05117843,07-02-2014
LINCOLN,MKT LIVERY,2,4,X,AS6,Duferie,Jocelin,Lapinlahti,Finland,Tarvasjoki,Finland,411.2441157,15-09-2014
DODGE,DART,2.4,4,X,A6,Troutbeck,Donella,Liperi,Finland,Nurmijärvi,Finland,810.4616977,19-10-2014
JEEP,CHEROKEE 4X4,3.2,6,X,A9,Alldridge,Trish,Auttoinen,Finland,Sumiainen,Finland,959.8663552,10-06-2014
KIA,SPORTAGE,2.4,4,X,AS6,Kobu,Hailey,Pylkönmäki,Finland,Kannonkoski,Finland,348.3776507,08-01-2015
CHEVROLET,SUBURBAN 4WD,5.3,8,X,A6,Clewlow,Sibyl,Kesälahti,Finland,Rääkkylä,Finland,913.1586225,27-05-2014
FORD,MUSTANG,2.3,4,X,AS6,Stock,Justinn,Uurainen,Finland,Karjalohja,Finland,321.4071566,16-11-2014
INFINITI,Q70 HYBRID,3.5,6,Z,AS7,Purviss,Bink,Siikainen,Finland,Espoo,Finland,157.5941738,30-11-2014
JEEP,COMPASS 4X4 TRAIL RATED,2.4,4,X,AV,Priestley,Devonne,Veteli,Finland,Kiuruvesi,Finland,595.4489319,24-08-2014
JEEP,PATRIOT 4X4,2.4,4,X,A6,Frantz,Emlen,Korpilahti,Finland,Tammela,Finland,856.8743124,30-03-2014
INFINITI,QX80 4WD,5.6,8,Z,AS7,Curnokk,Elsbeth,Karis,Finland,Hirvensalmi,Finland,161.65975,19-04-2014
MERCEDES-BENZ,AMG E 63 S 4MATIC,5.5,8,Z,AS7,Ballentime,Bria,Leivonmäki,Finland,Orivesi,Finland,17.83420682,18-05-2014
BUICK,LACROSSE eASSIST,2.4,4,X,AS6,Ruggiero,Nadeen,Pargas,Finland,Ristinummi,Finland,374.4786843,14-04-2014
HYUNDAI,ACCENT,1.6,4,X,AS6,Marsy,Roberta,Kuhmalahti,Finland,Sumiainen,Finland,582.7554688,16-09-2014
MAZDA,MAZDA3 5-DOOR (i-ELOOP),2.5,4,X,AS6,Jaggli,Kimball,Eurajoki,Finland,Ivalo,Finland,978.0671346,01-04-2014
AUDI,A4 QUATTRO,2,4,Z,AS8,Monckton,Darnell,Joensuu,Finland,Hailuoto,Finland,8.488594325,09-08-2014
BMW,M2,3,6,Z,AM7,Ubsdell,Ezechiel,Paltamo,Finland,Mäntsälä,Finland,305.247472,05-12-2014
JEEP,WRANGLER UNLIMITED 4X4,3.6,6,,M6,Seville,Charmine,Gumböle,Finland,Ivalo,Finland,287.119563,18-07-2014
INFINITI,QX60,3.5,6,Z,AV7,Clowney,Susana,Karkkila,Finland,Vihti,Finland,600.7848081,10-10-2014
MINI,COOPER S CLUBMAN,2,4,Z,M6,Hinstock,Lucie,Jämsä,Finland,Säynätsalo,Finland,224.3021036,08-01-2015
LINCOLN,MKX AWD,3.7,6,X,AS6,Deme,Lee,Lapinjärvi,Finland,Luhanka,Finland,99.46900307,17-07-2014
GMC,YUKON XL 4WD FFV,5.3,8,X,A6,Cluff,Edgar,Hauho,Finland,Kälviä,Finland,107.0367273,08-02-2014
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,5,8,Z,AS8,Rottenbury,Stephan,Maaninka,Finland,Hämeenlinna,Finland,335.7956489,03-12-2014
BMW,X5 xDRIVE35d,3,6,D,AS8,Dockery,Ephraim,Hankasalmi,Finland,Varpaisjärvi,Finland,594.2550126,24-01-2014
