brand,model,engine_size_l,cylinders,fuel_type,transmission,name,first_name,start_city,start_country,target_city,target_country,distance_km,date
PORSCHE,911 CARRERA 4,3.4,6,Z,AM7,Boffey,Reinald,Pernå,Finland,Savonranta,Finland,578.039529122464,2014-10-29
MINI,COOPER S COUNTRYMAN ALL4,1.6,4,Z,M6,Castagnet,Goldina,Siikainen,Finland,Rusko,Finland,50.8427782643643,2014-10-30
NISSAN,MICRA,1.6,4,X,M5,Basnall,Merrili,Kärsämäki,Finland,Vesanto,Finland,809.28288622048,2014-08-23
GMC,SIERRA,5.3,8,X,A6,Shurmer,Eustacia,Imatra,Finland,Huittinen,Finland,721.839535211803,2014-10-14
LINCOLN,MKS AWD,3.5,6,X,AS6,De Michetti,Selina,Teeriniemi,Finland,Ylivieska,Finland,857.550792834743,2014-03-31
DODGE,CHARGER AWD FFV,3.6,6,X,A8,Carbry,Brice,Pyhäjärvi,Finland,Helsinki,Finland,275.228080534188,2014-05-23
KIA,RIO,1.6,4,X,AS6,McKennan,Elvyn,Huittinen,Finland,Jakobstad,Finland,929.877589226798,2014-10-28
NISSAN,VERSA,1.6,4,X,M5,Cronin,Gregoor,Suomussalmi,Finland,Karkkila,Finland,925.313626342021,2014-01-24
NISSAN,VERSA,1.6,4,X,AV,Marwick,Minni,Iisalmi,Finland,Teeriniemi,Finland,304.898869712446,2014-12-10
HYUNDAI,GENESIS COUPE,3.8,6,Z,AS8,Duggleby,Mycah,Luopioinen,Finland,Ypäjä,Finland,201.220509320375,2014-04-18
CHEVROLET,SUBURBAN 4WD FFV,5.3,8,E,A6,McGoon,Arley,Mänttä,Finland,Kitee,Finland,643.068296388328,2014-07-19
INFINITI,Q50 AWD,2,4,Z,AS7,Prettyman,Helaine,Karis,Finland,Kankaanpää,Finland,500.581744393191,2014-06-07
VOLKSWAGEN,BEETLE,1.8,4,X,AS6,Hachette,Cybil,Alavieska,Finland,Multia,Finland,478.565301570697,2014-03-30
LEXUS,IS 350,3.5,6,,AS8,Marris,Dominique,Vörå,Finland,Karjalohja,Finland,115.253739298137,2014-09-30
AUDI,S7 QUATTRO,4,8,Z,AM7,Lawleff,Caresa,Savukoski,Finland,Ranua,Finland,477.479801950913,2014-08-15
CHEVROLET,CRUZE LIMITED ECO,1.4,4,X,A6,Swepson,Inness,Ranua,Finland,Rantasalmi,Finland,500.471554558349,2014-01-17
PORSCHE,911 CARRERA GTS,3.8,6,Z,AM7,Abbyss,Enrika,Uurainen,Finland,Karjalohja,Finland,380.385481608641,2014-08-10
GMC,SIERRA,6.2,,,A8,Haresnaip,Edith,Ylikiiminki,Finland,Heinola,Finland,183.663114887548,2014-05-02
DODGE,CHARGER FFV,3.6,6,X,A5,Benet,Saidee,Suolahti,Finland,Toijala,Finland,986.445174504844,2014-01-27
NISSAN,MICRA,1.6,4,X,M5,Bonome,Mirelle,Kaavi,Finland,Parkano,Finland,527.9432092908,2014-03-23
NISSAN,JUKE NISMO RS AWD,1.6,4,Z,AV8,Vigus,Meta,Pieksämäki,Finland,Hanko,Finland,900.151204416844,2014-12-26
VOLVO,XC60 3.0T AWD,3,6,X,AS6,Cloake,Felix,Parkano,Finland,Kauhajoki,Finland,142.537333818037,2014-08-18
DODGE,DART TURBO AERO,1.4,4,X,M6,Agar,Leif,Pargas,Finland,Pirkkala,Finland,807.16090171358,2014-08-27
PORSCHE,CAYMAN,2.7,6,Z,M6,Deme,Lee,Järvenpää,Finland,Kellokoski,Finland,266.997922654301,2014-08-08
FORD,TRANSIT CONNECT WAGON LWB FFV,2.5,4,X,AS6,Bonavia,Guillaume,Merikarvia,Finland,Marttila,Finland,766.80574301659,2014-04-21
PORSCHE,911 CARRERA 4,3.4,6,Z,AM7,Smitham,Rosita,Kerava,Finland,Ytteresse,Finland,167.1159653534,2014-07-11
JAGUAR,XJR,5,8,Z,AS8,Klessmann,Roseanne,Piikkiö,Finland,Toholampi,Finland,382.676575051967,2014-07-22
FORD,EXPLORER FFV,3.5,6,E,AS6,Schult,Marie-ann,Enontekiö,Finland,Pukkila,Finland,221.985914985925,2014-07-25
MERCEDES-BENZ,S 550 4MATIC LWB,4.7,8,Z,AS7,de Leon,Kathi,Keitele,Finland,Viljakkala,Finland,297.43805121295,2014-07-01
FORD,F-150 FFV 4X4 (Payload Pkg),5,8,X,AS6,Scrine,Cobby,Vihti,Finland,Haukivuori,Finland,594.258851837619,2014-10-01
BENTLEY,CONTINENTAL GT CONVERTIBLE,4,8,Z,AS8,Scoyne,Madison,Längelmäki,Finland,Yläne,Finland,912.303535711793,2014-01-30
FORD,EXPLORER FFV AWD,3.5,6,X,AS6,Prinne,Judd,Ylöjärvi,Finland,Kontiolahti,Finland,112.233407513347,2014-03-14
MERCEDES-BENZ,AMG SL 65,6,12,Z,AS7,Leslie,Veronike,Särkisalo,Finland,Utajärvi,Finland,726.558476896969,2014-10-26
INFINITI,Q50,2,4,Z,AS7,Schlagman,Blake,Nastola,Finland,Salo,Finland,38.9336387549797,2014-05-24
PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,Z,AM7,Rosone,Jolynn,Kallio,Finland,Kuhmoinen,Finland,346.000199951654,2014-03-11
PORSCHE,911 CARRERA S CABRIOLET,3.8,6,Z,AM7,Herries,Nertie,Multia,Finland,Parkano,Finland,43.7321075545931,2014-10-11
AUDI,A4,2,4,Z,AV8,Burchard,Pansy,Kyyjärvi,Finland,Pyhtää,Finland,76.9751944421415,2014-06-15
FORD,F-150 4X4 (Payload Pkg),3.5,6,,AS6,Ferrero,Julee,Sandsund,Finland,Laitila,Finland,850.990707062405,2014-09-24
FORD,EXPEDITION 4X4,3.5,6,X,AS6,Dolan,Lise,Kortesjärvi,Finland,Rääkkylä,Finland,838.423770693503,2014-03-17
HYUNDAI,ELANTRA,2,4,X,AS6,Leversuch,Danya,Tornio,Finland,Lapua,Finland,765.505749195885,2014-10-27
ACURA,MDX SH-AWD ELITE,3.5,6,Z,AS9,De Ferrari,Earl,Karjalohja,Finland,Tammela,Finland,885.339984506317,2014-11-01
DODGE,CHARGER,3.6,6,X,A5,Loader,Antons,Pyhäjärvi,Finland,Karjalohja,Finland,205.040954647654,2014-05-07
PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,Z,M7,Leaming,Janaya,Nousiainen,Finland,Jämijärvi,Finland,490.542784599889,2014-05-22
KIA,K900,3.8,6,X,AS8,Mordanti,Gunner,Taipalsaari,Finland,Nousiainen,Finland,863.819554392041,2014-12-24
SUBARU,OUTBACK AWD,2.5,4,X,M6,Ridger,Penn,Asikkala,Finland,Tornio,Finland,621.070569872458,2014-02-07
CHEVROLET,COLORADO 4WD,2.8,4,D,A6,Heaney,Nonie,Leppävirta,Finland,Eurajoki,Finland,10.4665038939764,2014-09-28
BMW,328i xDRIVE,2,4,,AS8,Jopke,Biddy,Älajärvi,Finland,Outokumpu,Finland,33.5215027037847,2014-07-21
FORD,MUSTANG,3.7,6,X,AS6,Samudio,Bernard,Lemu,Finland,Kuopio,Finland,829.387767763965,2014-04-06
GMC,YUKON 4WD FFV,5.3,8,E,A6,Halcro,Joly,Kallio,Finland,Karinainen,Finland,103.486018940202,2014-06-09
BMW,328d xDRIVE TOURING,2,4,D,AS8,Curnokk,Elsbeth,Kolari,Finland,Valtimo,Finland,330.04781199001,2015-01-01
MINI,COOPER S CLUBMAN,2,4,,AS6,Lennox,Ilyssa,Liljendal,Finland,Ilomantsi,Finland,344.179590407045,2014-06-02
PORSCHE,MACAN TURBO,3.6,,Z,A7,McDougle,Jessamyn,Säkylä,Finland,Suomusjärvi,Finland,306.04450747909,2014-06-13
ACURA,RLX,3.5,6,Z,AS6,Gilyatt,Miof mela,Keminmaa,Finland,Ylikiiminki,Finland,410.838316614914,2014-11-22
JAGUAR,F-TYPE S CONVERTIBLE,3,6,Z,AS8,Bloor,Rosa,Ii,Finland,Loppi,Finland,867.078142313172,2014-06-02
MAZDA,MAZDA3 5-DOOR (SIL),2,4,X,M6,Northin,Cirillo,Lapua,Finland,Leivonmäki,Finland,957.487911813921,2014-12-03
INFINITI,Q50,3,6,Z,AS7,Kesper,Hermine,Keitele,Finland,Halsua,Finland,76.9818769932193,2014-10-08
AUDI,A6 QUATTRO,3,6,Z,AS8,Earley,Eldon,Kesälahti,Finland,Ristijärvi,Finland,734.338638131959,2014-09-18
BMW,328d xDRIVE,2,4,D,AS8,Wyant,Lynette,Bennäs,Finland,Luopioinen,Finland,37.9782314354991,2014-05-17
ASTON MARTIN,V8 VANTAGE S,4.7,,Z,AM7,Rosbrough,Arte,Lemi,Finland,Korsholm,Finland,583.697646422713,2014-01-24
TOYOTA,COROLLA,1.8,4,X,AV,McArdle,Park,Harjavalta,Finland,Pylkönmäki,Finland,127.759410606036,2014-09-09
HYUNDAI,VELOSTER TURBO,1.6,4,X,M6,Prigg,Godwin,Jurva,Finland,Tarvasjoki,Finland,923.737707301186,2014-07-20
PORSCHE,911 CARRERA,3.4,,Z,M7,Pavlishchev,Farleigh,Salla,Finland,Sievi,Finland,109.265569552829,2014-03-27
CHEVROLET,IMPALA FFV,3.6,6,X,AS6,Kitchiner,Erda,Saukkola,Finland,Lauttasaari,Finland,710.854385661513,2014-05-27
CHEVROLET,SILVERADO FFV,5.3,8,E,A6,Spreadbury,Halette,Ruovesi,Finland,Pomarkku,Finland,433.108292237623,2014-09-07
BMW,X4 xDRIVE35i,3,6,Z,AS8,Richarson,Ailene,Suonenjoki,Finland,Kouvola,Finland,427.627439260107,2014-06-17
GMC,YUKON FFV,5.3,8,X,A6,Dutteridge,Sissie,Rautavaara,Finland,Larsmo,Finland,216.344314921439,2014-05-17
CHEVROLET,SILVERADO 4WD FFV,5.3,8,X,A6,Grishenkov,Hurleigh,Aura,Finland,Punkalaidun,Finland,733.285445123137,2014-12-20
FORD,FUSION,1.5,4,X,AS6,Bertouloume,Mei,Pyhäranta,Finland,Virtasalmi,Finland,514.475204069686,2014-11-21
NISSAN,GT-R,3.8,6,Z,AM6,Camplin,Catha,Lempäälä,Finland,Järvenpää,Finland,296.112421584056,2014-06-08
CHRYSLER,300 FFV,3.6,6,E,A8,Prinne,Valera,Harjavalta,Finland,Salo,Finland,872.158797700703,2014-12-30
NISSAN,ALTIMA 3.5,3.5,6,X,AV7,Scowcroft,Terry,Piippola,Finland,Vuokatti,Finland,389.456398129759,2014-12-13
GMC,SIERRA 4WD FFV,4.3,6,X,A6,Tesauro,Giuseppe,Kempele,Finland,Kokkola,Finland,702.781942212713,2014-09-23
MITSUBISHI,LANCER,2,,X,AV6,Dring,Hersh,Suomusjärvi,Finland,Kållby,Finland,496.206239017596,2014-04-06
JEEP,CHEROKEE TRAILHAWK 4X4,3.2,6,X,A9,McNamara,Kassia,Karis,Finland,Ruukki,Finland,844.61614794601,2014-03-12
VOLVO,S60 T5,2,4,X,AS8,Charley,Donielle,Kannus,Finland,Nakkila,Finland,205.285859939359,2014-07-08
LEXUS,NX 200t AWD,2,4,Z,AS6,Brooksby,Dav,Korsholm,Finland,Ekenäs,Finland,889.650892859169,2014-10-08
HYUNDAI,GENESIS COUPE,3.8,6,Z,AS8,Jansema,Darryl,Simo,Finland,Luhanka,Finland,117.215758663733,2014-08-16
MERCEDES-BENZ,S 550 4MATIC COUPE,4.7,8,Z,AS7,Dunford,Marla,Lempäälä,Finland,Salo,Finland,264.277118873192,2014-10-26
DODGE,DART TURBO AERO,1.4,4,,AM6,Maycock,Terrence,Karttula,Finland,Jämsänkoski,Finland,849.124891994016,2014-10-27
FIAT,500 ABARTH CABRIO,1.4,4,X,A6,Shulver,Rianon,Ylitornio,Finland,Alavus,Finland,162.120906962887,2014-04-11
PORSCHE,BOXSTER,2.7,6,Z,M6,Hansen,Marcos,Keitele,Finland,Jäppilä,Finland,6.08782669598895,2014-10-03
GMC,YUKON FFV,5.3,8,X,A6,Flewan,Brockie,Muhos,Finland,Kållby,Finland,202.708982423854,2014-09-06
MAZDA,CX-5 (SIL),2,4,X,M6,Lound,Marne,Kyrö,Finland,Mouhijärvi,Finland,930.313114604225,2014-10-21
NISSAN,MURANO AWD,3.5,6,,AV7,Cubbinelli,Megen,Nivala,Finland,Himanka,Finland,470.53585684613,2014-08-25
HYUNDAI,EQUUS,5,8,Z,AS8,Duke,Emylee,Isojoki,Finland,Puolanka,Finland,878.433947043177,2014-09-14
TOYOTA,CAMRY HYBRID LE,2.5,4,,AV,Fildery,Sawyer,Askainen,Finland,Tuulos,Finland,124.785762100483,2014-01-20
MERCEDES-BENZ,SLK 300,2,4,Z,A9,Petrashkov,Suellen,Lemi,Finland,Myrskylä,Finland,573.306776863767,2014-07-28
CHRYSLER,300 (MDS),5.7,8,X,A8,Josephs,Rori,Lauttasaari,Finland,Naantali,Finland,584.837016778412,2014-03-23
MERCEDES-BENZ,AMG G 63,5.5,8,Z,AS7,Mallord,Hiram,Siikainen,Finland,Kihniö,Finland,172.57097953771,2014-06-22
FORD,EDGE (Start/Stop),2,4,X,AS6,Jaggli,Kimball,Kurikka,Finland,Siuntio,Finland,905.929350510927,2014-09-21
TOYOTA,TACOMA,3.5,6,X,AS6,Mattacks,Audrey,Simpele,Finland,Salla,Finland,723.248696896356,2014-07-30
PORSCHE,911 CARRERA S,3.8,6,Z,M7,Donoher,Lanita,Ruukki,Finland,Taivassalo,Finland,337.063193994954,2014-01-12
HYUNDAI,ELANTRA,2,4,X,AS6,Harmon,Marabel,Lapinlahti,Finland,Koski Tl,Finland,539.896272215557,2014-04-16
TOYOTA,HIGHLANDER AWD,3.5,6,X,AS6,Tallow,Jen,Lieksa,Finland,Keitele,Finland,61.7555485637489,2014-12-27
KIA,SPORTAGE AWD,2,4,X,AS6,Giffon,Lidia,Pyhäjärvi,Finland,Juankoski,Finland,376.555216248128,2014-02-04
TOYOTA,TACOMA 4WD,2.7,4,X,M5,Chopping,Rebe,Vilppula,Finland,Kalvola,Finland,141.717059327764,2014-11-17
BENTLEY,CONTINENTAL GT,4,8,Z,AS8,Playdon,Brewer,Halsua,Finland,Mietoinen,Finland,349.355492309485,2014-07-12
NISSAN,JUKE NISMO RS AWD,1.6,4,Z,AV8,Grealy,Robinetta,Nokia,Finland,Pyhäjoki,Finland,459.892072289204,2014-11-01
BMW,X5 xDRIVE35d,3,6,D,AS8,Kaliszewski,Tabbi,Kankaanpää,Finland,Uusikaupunki,Finland,962.295171859218,2014-06-20
CHRYSLER,200 FFV,3.6,6,X,A9,De Ferrari,Earl,Jakobstad,Finland,Taipalsaari,Finland,223.175200108631,2014-11-29
BENTLEY,FLYING SPUR,4,8,Z,AS8,Fardell,Kala,Mäntsälä,Finland,Ristinummi,Finland,396.387305486954,2014-05-01
MERCEDES-BENZ,SLK 350,3.5,6,Z,AS7,Huscroft,Jeanelle,Ruotsinpyhtää,Finland,Vantaa,Finland,772.066414325021,2014-02-07
JEEP,CHEROKEE 4X4 FFV,2.4,4,E,A9,Wasielewski,Vi,Kinnula,Finland,Kaustinen,Finland,748.119440073019,2014-07-19
MAZDA,MAZDA3 4-DOOR,2,4,X,AS6,Burgiss,Aubrie,Ikaalinen,Finland,Tammela,Finland,881.010854770924,2014-10-24
GMC,TERRAIN FFV,2.4,4,X,A6,Capon,Ilise,Pomarkku,Finland,Elimäki,Finland,882.892535550099,2014-08-28
MAZDA,MAZDA5,2.5,4,X,AS5,Shoosmith,Ximenez,Rautavaara,Finland,Ulvila,Finland,932.240432701871,2014-10-08
AUDI,A4 ALLROAD QUATTRO,2,4,Z,AS8,Letson,Scarlet,Mellilä,Finland,Taivassalo,Finland,120.180912073415,2014-03-21
PORSCHE,911 TURBO S,3.8,6,Z,AM7,Bantick,Dorothy,Sahalahti,Finland,Vuolijoki,Finland,588.594901125891,2014-11-11
HYUNDAI,SANTA FE SPORT AWD,2,,,AS6,Ferrero,Julee,Punkalaidun,Finland,Vilppula,Finland,925.45307963745,2014-08-18
GMC,YUKON XL 4WD,6.2,8,Z,A8,Tummond,Dyan,Ilmajoki,Finland,Liminka,Finland,750.040982190367,2014-06-01
BENTLEY,FLYING SPUR,6,12,Z,AS8,Riteley,Lothaire,Dragsfjärd,Finland,Mäntsälä,Finland,742.402881478107,2014-07-20
FORD,FUSION,2,4,X,AS6,Hexum,Fonzie,Oulunsalo,Finland,Ilomantsi,Finland,174.400271119257,2014-07-29
ASTON MARTIN,VANTAGE GT,4.7,8,Z,AM7,Erb,Bertie,Laitila,Finland,Ruotsinpyhtää,Finland,370.819219445593,2014-04-08
DODGE,DART,2,4,X,M6,Croizier,Hartley,Taivassalo,Finland,Uurainen,Finland,897.572115629639,2014-10-22
ASTON MARTIN,V12 VANTAGE S,6,12,Z,AM7,Heindl,Justine,Jalasjärvi,Finland,Pargas,Finland,179.772825060333,2015-01-01
LEXUS,GS 450h,3.5,6,Z,AV8,Fontaine,Obadias,Kirkkonummi,Finland,Liperi,Finland,783.940366485229,2014-10-21
NISSAN,ALTIMA SR,2.5,4,X,AV7,Mattacks,Audrey,Myrskylä,Finland,Pieksämäki,Finland,582.81961962372,2014-08-06
MAZDA,MAZDA3 5-DOOR (SIL),2.5,4,,M6,Dalziell,Retha,Lempäälä,Finland,Varkaus,Finland,754.589676846987,2014-06-02
FORD,SHELBY GT350 MUSTANG,5.2,8,Z,M6,MacTague,Davine,Raahe,Finland,Korsnäs,Finland,456.847499221674,2014-07-04
JEEP,COMPASS 4X4,2.4,4,,M5,Matyas,Lauri,Pälkäne,Finland,Kuhmalahti,Finland,596.231064607597,2014-11-09
CHEVROLET,IMPALA,2.5,4,X,AS6,Welch,Darius,Kiihtelysvaara,Finland,Replot,Finland,411.177802785033,2014-11-07
BMW,550i xDRIVE GRAN TURISMO,4.4,8,Z,AS8,Swepson,Inness,Uurainen,Finland,Ylihärmä,Finland,27.7937954987912,2014-09-14
AUDI,A7 QUATTRO TDI (modified),3,6,D,AS8,Vasiliu,Clarice,Tuupovaara,Finland,Veteli,Finland,990.768220395246,2014-02-18
CHEVROLET,IMPALA DUAL FUEL,3.6,6,X,AS6,Gilliard,Junina,Haukivuori,Finland,Malax,Finland,283.211344571459,2014-08-31
RAM,1500 4X4 ECODIESEL,3,6,D,A8,Dutteridge,Sissie,Pertteli,Finland,Laukaa,Finland,573.718799026253,2014-12-17
MERCEDES-BENZ,E 400 4MATIC,3,6,Z,AS7,Chadwen,Gardener,Hankasalmi,Finland,Perniö,Finland,823.594189914868,2014-04-30
VOLVO,XC70 T5 AWD,2.5,5,X,AS6,Gotliffe,Morly,Pornainen,Finland,Kärkölä,Finland,302.84120952151,2014-04-29
BMW,228i xDRIVE,2,4,Z,AS8,Guyer,Aldin,Jaala,Finland,Sammatti,Finland,192.947242344164,2014-12-21
CADILLAC,ATS,2,4,Z,M6,Randles,Saree,Haapavesi,Finland,Mänttä,Finland,758.221548949962,2014-10-09
CADILLAC,ATS-V,3.6,6,,M6,Placide,Wadsworth,Kiukainen,Finland,Kannus,Finland,572.19759931159,2014-10-23
VOLVO,V60 T6 AWD,2,,Z,AS8,Morcom,Valentine,Merimasku,Finland,Piippola,Finland,179.801021608036,2014-11-28
FORD,F-150 FFV,5,8,E,AS6,Driutti,Raquela,Vehmaa,Finland,Kauhava,Finland,25.0605737604026,2014-12-21
RAM,1500 FFV,3.6,6,X,A8,Croizier,Hartley,Karhula,Finland,Kälviä,Finland,473.443055444321,2014-04-08
DODGE,DART,2.4,4,,M6,McCroary,Candra,Kustavi,Finland,Lovisa,Finland,199.451414053609,2014-01-18
SUBARU,XV CROSSTREK AWD,2,4,X,M5,D'Antoni,Mareah,Nokia,Finland,Pyhäranta,Finland,471.534413659974,2014-03-17
TOYOTA,CAMRY,3.5,6,X,AS6,Varlow,Kliment,Orimattila,Finland,Järvelä,Finland,995.175457003942,2014-03-06
LAMBORGHINI,AVENTADOR COUPE,6.5,12,Z,AM7,Cheng,Margalo,Ylihärmä,Finland,Anjala,Finland,910.960793390672,2014-07-10
NISSAN,VERSA,1.6,4,X,M5,Serrell,Micki,Tammela,Finland,Multia,Finland,499.872964489679,2014-11-23
MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,3,6,Z,A9,Marwick,Minni,Isojoki,Finland,Sammatti,Finland,313.211590449619,2014-06-17
FORD,EXPLORER AWD,3.5,6,X,AS6,Kinsett,Vita,Siilinjärvi,Finland,Ristinummi,Finland,877.894935077354,2014-12-24
ROLLS-ROYCE,GHOST,6.6,12,Z,AS8,Bonome,Mirelle,Jämsänkoski,Finland,Lohtaja,Finland,196.427060541836,2014-01-28
TOYOTA,HIGHLANDER,3.5,6,X,AS6,Cusack,Adolph,Auttoinen,Finland,Laukaa,Finland,261.145277765049,2014-04-28
LEXUS,GS 200t,2,4,,AS8,Lockey,Moyra,Orimattila,Finland,Kiiminki,Finland,223.99067018133,2014-07-20
KIA,SOUL,2,4,X,AS6,Whenham,Kesley,Lauttasaari,Finland,Vuolijoki,Finland,926.66475583113,2014-12-17
ASTON MARTIN,RAPIDE S,6,12,Z,A8,Klimmek,Boycie,Rymättylä,Finland,Ilomantsi,Finland,552.204349542421,2014-08-03
KIA,SPORTAGE AWD,2,4,X,AS6,Whitford,Stacy,Jyväskylä,Finland,Lieto,Finland,261.637730421096,2014-05-15
TOYOTA,CAMRY,2.5,4,X,AS6,Rollinshaw,Imelda,Karkkila,Finland,Heinävesi,Finland,629.893493602232,2014-10-08
JEEP,CHEROKEE 4X4,3.2,6,X,A9,Gilyatt,Miof mela,Tuupovaara,Finland,Karvia,Finland,123.734424984935,2014-12-31
KIA,SORENTO,2,4,X,AS6,McNamara,Kassia,Lahti,Finland,Jaala,Finland,220.381002947207,2014-05-14
SUBARU,FORESTER AWD,2.5,4,X,M6,Dani,Dorie,Muurame,Finland,Nakkila,Finland,445.90922503232,2014-09-06
INFINITI,Q50 AWD,2,4,Z,AS7,Prettyman,Helaine,Karis,Finland,Ranua,Finland,893.885623009503,2014-04-28
MERCEDES-BENZ,S 600,6,12,Z,AS7,Dewbury,Johnny,Köyliö,Finland,Älajärvi,Finland,972.29481871631,2014-05-14
FIAT,500 HATCHBACK TURBO,1.4,4,X,M5,Tarzey,Humfrid,Haapavesi,Finland,Pudasjärvi,Finland,928.702942634715,2014-09-29
TOYOTA,TACOMA,2.7,4,X,AS6,Spyvye,Silas,Luvia,Finland,Bennäs,Finland,969.492614101522,2014-05-16
MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,3,6,Z,AS7,Morfey,Margeaux,Smedsby,Finland,Kullaa,Finland,811.044604411684,2014-03-13
CHEVROLET,CRUZE LIMITED ECO,1.4,4,X,A6,Vernazza,Vincenty,Muurla,Finland,Kyyjärvi,Finland,641.889739315975,2014-03-28
INFINITI,Q70 AWD,5.6,8,Z,AS7,Walduck,Frants,Virtasalmi,Finland,Lumijoki,Finland,160.476704710319,2014-03-06
ACURA,RLX HYBRID,3.5,,Z,AM7,Rosenfelder,Lilas,Karjalohja,Finland,Oitti,Finland,187.487396435952,2014-09-18
BMW,428i GRAN COUPE,2,4,Z,AS8,Polsin,Viola,Valtimo,Finland,Loimaa,Finland,781.007359314366,2014-08-01
BMW,428i xDRIVE COUPE,2,4,Z,AS8,Henryson,Bar,Kärkölä,Finland,Kuivaniemi,Finland,581.623632613944,2014-12-01
CHEVROLET,SILVERADO FFV,5.3,8,X,A6,Regenhardt,Yovonnda,Pyhäjärvi,Finland,Pirkkala,Finland,217.102923346772,2014-11-28
CHEVROLET,SUBURBAN,5.3,8,X,A6,Wainwright,Veronike,Rusko,Finland,Karstula,Finland,288.673532760395,2014-01-26
MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,4,Z,AS6,Tween,Zacharias,Pohja,Finland,Joutsa,Finland,934.313994719709,2015-01-07
DODGE,CHARGER (MDS),5.7,,X,A5,Dunhill,Renaldo,Taivassalo,Finland,Oulunsalo,Finland,165.902071867027,2014-11-13
PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,6,Z,AM7,Dugall,Winna,Valkeakoski,Finland,Kotka,Finland,758.314354519783,2014-06-09
MERCEDES-BENZ,B 250 4MATIC,2,4,,AS7,Myring,Rayna,Muurla,Finland,Lestijärvi,Finland,98.1978808876498,2014-12-15
GMC,ACADIA,3.6,6,X,A6,Larrosa,Deni,Pirkkala,Finland,Kuusamo,Finland,435.100433454686,2014-02-16
TOYOTA,SIENNA AWD,3.5,6,X,AS6,Troutbeck,Donella,Tohmajärvi,Finland,Lappeenranta,Finland,804.95336206582,2014-02-25
TOYOTA,COROLLA,1.8,4,X,AV,Cottier,Drona,Vihti,Finland,Akaa,Finland,155.770075762319,2014-11-05
MAZDA,MX-5 (SIL),2,4,Z,M6,Berggren,Sully,Hietalahti,Finland,Pyhäntä,Finland,490.696548862513,2014-10-23
PORSCHE,911 CARRERA CABRIOLET,3.4,6,Z,M7,MacKnockiter,Christine,Helsinki,Finland,Hauho,Finland,971.750134374538,2014-08-13
VOLVO,XC90 T6 AWD,2,4,Z,AS8,Leander,Rube,Muurame,Finland,Rantasalmi,Finland,585.821543668164,2014-09-14
BUICK,VERANO,2,4,Z,AS6,Gerrell,Cathryn,Vihanti,Finland,Jaala,Finland,101.374203383543,2014-01-17
MERCEDES-BENZ,E 300 4MATIC,3.5,6,,AS7,Gilyatt,Miof mela,Vampula,Finland,Pohja,Finland,978.446719622379,2014-04-21
TOYOTA,CAMRY HYBRID XLE/SE,2.5,4,X,AV,Gebhardt,Enrica,Vihanti,Finland,Pirkkala,Finland,182.134855825858,2014-05-31
FORD,EXPLORER FFV,3.5,6,X,AS6,Vittel,Nickey,Muhos,Finland,Akaa,Finland,585.650988096095,2014-04-08
NISSAN,370Z,3.7,6,Z,AS7,Burchard,Pansy,Haukivuori,Finland,Luumäki,Finland,739.144896576818,2014-11-14
NISSAN,370Z,3.7,6,Z,M6,Bogies,Donielle,Merijärvi,Finland,Tervo,Finland,925.360525375748,2014-07-22
MINI,COOPER CLUBMAN,1.5,3,Z,M6,Espino,Henri,Kylmäkoski,Finland,Jyväskylä,Finland,934.119978497826,2014-01-15
BMW,Z4 sDRIVE35i,3,6,Z,AM7,Cusack,Adolph,Kalvola,Finland,Kållby,Finland,772.78349144466,2014-07-16
PORSCHE,CAYENNE DIESEL (modified),3,6,D,A8,Cain,Corilla,Vahto,Finland,Polvijärvi,Finland,420.884130976006,2014-07-27
RAM,1500 ECODIESEL HFE,3,6,D,A8,Netherclift,Nan,Oripää,Finland,Leppävirta,Finland,750.036656589369,2014-04-27
KIA,RIO,1.6,4,X,AS6,Boscott,Helli,Ruokolahti,Finland,Veteli,Finland,128.870407940546,2014-03-06
KIA,FORTE 5,2,4,X,AS6,Steinor,Meredithe,Pieksämäki,Finland,Kärkölä,Finland,965.46810024353,2014-01-13
DODGE,GRAND CARAVAN FFV,3.6,6,E,A6,Swepson,Inness,Kirkkonummi,Finland,Pyhäjärvi,Finland,569.142285010258,2014-03-08
PORSCHE,PANAMERA 4S EXECUTIVE,3,6,Z,AM7,Raison,Riki,Enonkoski,Finland,Kotka,Finland,635.492891695503,2014-11-02
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,5,8,Z,AS8,Ballentime,Bria,Lemu,Finland,Lavia,Finland,38.58258508604,2014-10-04
SUBARU,OUTBACK AWD,2.5,4,X,M6,Ridger,Penn,Asikkala,Finland,Sauvo,Finland,813.974656286195,2014-02-05
RAM,1500 4X4 (MDS),5.7,8,X,A6,Quilligan,Gilli,Kaarela,Finland,Ruovesi,Finland,129.510553354791,2014-06-07
PORSCHE,CAYMAN,2.7,6,Z,AM7,Stanton,Joey,Otaniemi,Finland,Maaninka,Finland,78.5599418826699,2014-02-08
NISSAN,ALTIMA SR,2.5,4,X,AV7,Blasio,Heloise,Pälkäne,Finland,Lohja,Finland,296.625707570364,2014-05-04
